season,week,name,partner,industry,age,p,rj,q,fr,n,placement,z_judge,z_fan
9,8,Kelly Osbourne,Louis van Amstel,Entertainer,24.0,0.1946564885496183,3,0.20221982312117187,2,5,3,-0.41391867719235964,0.7071067811865475
9,9,Joanna Krupa,Derek Hough,Model,30.0,0.2531258701201785,2,0.23498703564473242,4,4,4,0.21087578263056095,-1.3416407864998738
9,9,Mya,Dmitry Chaplin,Musician,29.0,0.27187499707030244,1,0.2540751122763296,3,4,2,1.475719383688861,-0.4472135954999579
9,9,Donny Osmond,Kym Johnson,Musician,51.0,0.23125016992245911,4,0.2568627368424518,1,4,1,-1.2648910350650369,1.3416407864998738
9,9,Kelly Osbourne,Louis van Amstel,Entertainer,24.0,0.2437489628870599,3,0.2540751152364861,2,4,3,-0.4217041312543867,0.4472135954999579
9,10,Mya,Dmitry Chaplin,Musician,29.0,0.34320309320309317,2,0.3331009716541574,2,3,2,0.49492593958383047,-0.0
9,10,Donny Osmond,Kym Johnson,Musician,51.0,0.35127769056340485,1,0.3337980585893366,1,3,1,0.8998322126896032,1.224744871391589
9,10,Kelly Osbourne,Louis van Amstel,Entertainer,24.0,0.305519216233502,3,0.333100969756506,3,3,3,-1.394758152273431,-1.224744871391589
10,1,Aiden Turner,Edyta Sliwinska,Entertainer,32.0,0.07177033492822966,10,0.0908969736479324,10,11,9,-1.2425214883947913,-1.2649110640673518
10,1,Shannen Doherty,Mark Ballas,Entertainer,38.0,0.0861244019138756,6,0.08930301068980402,11,11,11,-0.3106303720986976,-1.5811388300841895
10,1,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.0861244019138756,7,0.09089803176806831,5,11,5,-0.3106303720986976,0.31622776601683794
10,1,Buzz Aldrin,Ashly DelGrosso,Other,80.0,0.06698564593301436,11,0.09232922345140022,1,11,10,-1.5531518604934889,1.5811388300841895
10,1,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.0861244019138756,8,0.09089813538199129,4,11,4,-0.3106303720986976,0.6324555320336759
10,1,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.11004784688995216,2,0.09089797244890133,6,11,2,1.2425214883947913,-0.0
10,1,Pamela Anderson,Damian Whitewood,Model,42.0,0.10047846889952153,3,0.090897870597299,9,11,6,0.6212607441973952,-0.9486832980505138
10,1,Nicole Scherzinger,Derek Hough,Musician,31.0,0.11961722488038277,1,0.09089797203509684,7,11,1,1.8637822325921864,-0.31622776601683794
10,1,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.10047846889952153,4,0.09089797162004408,8,11,3,0.6212607441973952,-0.6324555320336759
10,1,Kate Gosselin,Tony Dovolani,Entertainer,35.0,0.07655502392344497,9,0.09118448344329647,2,11,8,-0.9318911162960937,1.2649110640673518
10,1,Jake Pavelka,Chelsie Hightower,Entertainer,32.0,0.09569377990430622,5,0.09089835491616603,3,11,7,0.3106303720986976,0.9486832980505138
10,2,Aiden Turner,Edyta Sliwinska,Entertainer,32.0,0.08636363636363636,8,0.09078934573454561,10,11,9,-0.23452078799117088,-1.2649110640673518
10,2,Shannen Doherty,Mark Ballas,Entertainer,38.0,0.09090909090909091,6,0.07149917341354835,11,11,11,7.160185410978423e-16,-1.5811388300841895
10,2,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.09545454545454546,5,0.09080311373721499,8,11,5,0.23452078799117232,-0.6324555320336759
10,2,Buzz Aldrin,Ashly DelGrosso,Other,80.0,0.05454545454545454,11,0.10786281077718472,1,11,10,-1.8761663039293717,1.5811388300841895
10,2,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.07272727272727272,9,0.09080344387035066,3,11,4,-0.9380831519646857,0.9486832980505138
10,2,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.10909090909090909,2,0.09080313213483546,5,11,2,0.9380831519646864,0.31622776601683794
10,2,Pamela Anderson,Damian Whitewood,Model,42.0,0.1,4,0.09080319968386409,4,11,6,0.4690415759823439,0.6324555320336759
10,2,Nicole Scherzinger,Derek Hough,Musician,31.0,0.12727272727272726,1,0.09080313103593148,6,11,1,1.8761663039293721,-0.0
10,2,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.10454545454545454,3,0.09080312993445312,7,11,3,0.7035623639735148,-0.31622776601683794
10,2,Kate Gosselin,Tony Dovolani,Entertainer,35.0,0.06818181818181818,10,0.09422644714082108,2,11,8,-1.1726039399558572,1.2649110640673518
10,2,Jake Pavelka,Chelsie Hightower,Entertainer,32.0,0.09090909090909091,7,0.09080307253725044,9,11,7,7.160185410978423e-16,-0.9486832980505138
10,3,Aiden Turner,Edyta Sliwinska,Entertainer,32.0,0.09852216748768473,7,0.09975263096412029,10,10,9,-0.0831730459502142,-1.5666989036012806
10,3,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.10344827586206896,4,0.09993331622138565,7,10,5,0.1940704405504993,-0.5222329678670935
10,3,Buzz Aldrin,Ashly DelGrosso,Other,80.0,0.06403940886699508,10,0.1004524842930169,1,10,10,-2.023877451455211,1.5666989036012806
10,3,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.09852216748768473,8,0.09993316004629864,8,10,4,-0.0831730459502142,-0.8703882797784892
10,3,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.12807881773399016,1,0.09993346877554321,3,10,2,1.580287873054069,0.8703882797784892
10,3,Pamela Anderson,Damian Whitewood,Model,42.0,0.10344827586206896,5,0.09993333516378336,6,10,6,0.1940704405504993,-0.17407765595569785
10,3,Nicole Scherzinger,Derek Hough,Musician,31.0,0.11330049261083744,2,0.09993346494061882,4,10,1,0.7485574135519271,0.5222329678670935
10,3,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.11330049261083744,3,0.09993346109961614,5,10,3,0.7485574135519271,0.17407765595569785
10,3,Kate Gosselin,Tony Dovolani,Entertainer,35.0,0.07389162561576355,9,0.10026417219214762,2,10,8,-1.4693904784537832,1.2185435916898848
10,3,Jake Pavelka,Chelsie Hightower,Entertainer,32.0,0.10344827586206896,6,0.09993050630346939,9,10,7,0.1940704405504993,-1.2185435916898848
10,4,Aiden Turner,Edyta Sliwinska,Entertainer,32.0,0.0889487870619946,8,0.10913928477402043,9,9,9,-1.1901475170165816,-1.5491933384829668
10,4,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.09703504043126684,7,0.11129427885941602,6,9,5,-0.755904504051072,-0.3872983346207417
10,4,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.11859838274932614,4,0.11129437091727275,2,9,4,0.4020768638569536,1.161895003862225
10,4,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.14016172506738545,1,0.11129431851515646,3,9,2,1.5600582317649792,0.7745966692414834
10,4,Pamela Anderson,Damian Whitewood,Model,42.0,0.12668463611859837,3,0.11128783775252239,7,9,6,0.8363198768224626,-0.7745966692414834
10,4,Nicole Scherzinger,Derek Hough,Musician,31.0,0.1347708894878706,2,0.11129430596588796,4,9,1,1.2705628897879722,0.3872983346207417
10,4,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.10512129380053908,5,0.11129429341785586,5,9,3,-0.3216614910855623,-0.0
10,4,Kate Gosselin,Tony Dovolani,Entertainer,35.0,0.0862533692722372,9,0.11183470356377784,1,9,8,-1.3348951880050843,1.5491933384829668
10,4,Jake Pavelka,Chelsie Hightower,Entertainer,32.0,0.10242587601078167,6,0.11126660623409032,8,9,7,-0.4664091620740658,-1.161895003862225
10,5,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.10404624277456648,6,0.12529183802207425,1,8,5,-0.8212299340934684,1.5275252316519468
10,5,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.10404624277456648,7,0.12528707037473716,5,8,4,-0.8212299340934684,-0.2182178902359924
10,5,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.15606936416184972,2,0.12529095523437792,2,8,2,1.2176857643454881,1.091089451179962
10,5,Pamela Anderson,Damian Whitewood,Model,42.0,0.12138728323699421,5,0.12521869727708218,6,8,6,-0.14159136794714997,-0.6546536707079772
10,5,Nicole Scherzinger,Derek Hough,Musician,31.0,0.1676300578034682,1,0.12529090520581238,3,8,1,1.670778141776367,0.6546536707079772
10,5,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.12716763005780346,4,0.12529085531584122,4,8,3,0.08495482076828954,0.2182178902359924
10,5,Kate Gosselin,Tony Dovolani,Entertainer,35.0,0.08670520231213873,8,0.12334857688317129,8,8,8,-1.5008685002397875,-1.5275252316519468
10,5,Jake Pavelka,Chelsie Hightower,Entertainer,32.0,0.1329479768786127,3,0.12498110168690366,7,8,7,0.31150100948372905,-1.091089451179962
10,6,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.12440137359311731,6,0.14341259658658784,1,7,5,-1.0062517856491358,1.5
10,6,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.148325377166335,3,0.1433645221327757,5,7,4,0.2981409476492503,-0.5
10,6,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.12918703555466454,5,0.14340007497682425,2,7,2,-0.7453262817902042,1.0
10,6,Pamela Anderson,Damian Whitewood,Model,42.0,0.14354019367528983,4,0.14268845134782185,6,7,6,0.03724153112323804,-1.0
10,6,Nicole Scherzinger,Derek Hough,Musician,31.0,0.17224890226905065,1,0.14339976548426991,3,7,1,1.602507593614717,0.5
10,6,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.16267997069846646,2,0.1433994571918508,4,7,3,1.0807870225614502,-0.0
10,6,Jake Pavelka,Chelsie Hightower,Entertainer,32.0,0.11961714704307622,7,0.14033513227986966,7,7,7,-1.267099027509311,-1.5
10,7,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.15755627009646303,6,0.16786936275050357,1,6,5,-1.5992254762521112,1.4638501094227998
10,7,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.16720257234726688,3,0.16744741122205206,5,6,4,0.09407208683836034,-0.8783100656536799
10,7,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.17363344051446947,1,0.1677505918852812,2,6,2,1.2229371288986797,0.8783100656536799
10,7,Pamela Anderson,Damian Whitewood,Model,42.0,0.1639871382636656,4,0.161438493583301,6,6,6,-0.47036043419179685,-1.4638501094227998
10,7,Nicole Scherzinger,Derek Hough,Musician,31.0,0.17363344051446947,2,0.16774824142640687,3,6,1,1.2229371288986797,0.29277002188455997
10,7,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.1639871382636656,5,0.16774589913245533,4,6,3,-0.47036043419179685,-0.29277002188455997
10,8,Niecy Nash,Louis van Amstel,Entertainer,40.0,0.16996047430830039,5,0.1936346330562807,5,5,5,-1.2988132613468606,-1.414213562373095
10,8,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.17786561264822134,4,0.19982622561921085,4,5,4,-0.9570202978345287,-0.7071067811865475
10,8,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.20948616600790515,2,0.2021971320723408,1,5,2,0.4101515562147978,1.414213562373095
10,8,Nicole Scherzinger,Derek Hough,Musician,31.0,0.233201581027668,1,0.20217969729301824,2,5,1,1.4355304467517924,0.7071067811865475
10,8,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.20948616600790515,3,0.2021623119591494,3,5,3,0.4101515562147978,-0.0
10,9,Chad Ochocinco,Cheryl Burke,Athlete,32.0,0.23008849557522124,4,0.23791406293877618,4,4,4,-1.5666989036012797,-1.3416407864998738
10,9,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.2610619469026549,1,0.25414522740059403,1,4,2,0.8703882797784899,1.3416407864998738
10,9,Nicole Scherzinger,Derek Hough,Musician,31.0,0.2610619469026549,2,0.25402855610948455,2,4,1,0.8703882797784899,0.4472135954999579
10,9,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.24778761061946902,3,0.2539121535511454,3,4,3,-0.174077655955698,-0.4472135954999579
10,10,Evan Lysacek,Anna Trebunskaya,Athlete,24.0,0.325268368450467,3,0.33400550748607305,1,3,2,-0.7703187289500965,1.224744871391589
10,10,Nicole Scherzinger,Derek Hough,Musician,31.0,0.3481193038992962,1,0.33333294522762363,2,3,1,1.4122702600805475,-0.0
10,10,Erin Andrews,Maksim Chmerkoskiy,Athlete,32.0,0.32661232765023673,2,0.3326615472863033,3,3,3,-0.6419515311304511,-1.224744871391589
11,1,David Hasselhoff,Kym Johnson,Entertainer,58.0,0.06607929515418502,10,0.08276055726056565,12,12,12,-1.2139394957738212,-1.5932550136313832
11,1,Florence Henderson,Corky Ballas,Entertainer,76.0,0.07929515418502203,7,0.08339104794707039,8,12,8,-0.28411349901089367,-0.43452409462674085
11,1,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.1013215859030837,2,0.0833911680579905,7,12,2,1.2655964955939842,-0.14484136487558028
11,1,Jennifer Grey,Derek Hough,Entertainer,50.0,0.10572687224669604,1,0.08339142701285279,3,12,1,1.5755384945149602,1.013889554129062
11,1,Rick Fox,Cheryl Burke,Athlete,41.0,0.09691629955947137,4,0.08339134056879895,6,12,6,0.955654496673009,0.14484136487558028
11,1,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.08370044052863436,5,0.08339149923602847,2,12,5,0.025828499910081508,1.3035722838802226
11,1,Margaret Cho,Louis van Amstel,Entertainer,41.0,0.06607929515418502,11,0.08338548849484942,10,12,10,-1.2139394957738212,-1.013889554129062
11,1,Michael Bolton,Chelsie Hightower,Musician,57.0,0.07048458149779736,9,0.08333237294045184,11,12,11,-0.903997496852845,-1.3035722838802226
11,1,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.1013215859030837,3,0.08339141794503815,4,12,4,1.2655964955939842,0.7242068243779014
11,1,The Situation,Karina Smirnoff,Entertainer,28.0,0.06607929515418502,12,0.0833904187757871,9,12,9,-1.2139394957738212,-0.7242068243779014
11,1,Audrina Patridge,Tony Dovolani,Entertainer,25.0,0.08370044052863436,6,0.08339134897558152,5,12,7,0.025828499910081508,0.43452409462674085
11,1,Bristol Palin,Mark Ballas,Entertainer,19.0,0.07929515418502203,8,0.0833919127849852,1,12,3,-0.28411349901089367,1.5932550136313832
11,2,Florence Henderson,Corky Ballas,Entertainer,76.0,0.08597285067873303,8,0.09098112417634022,8,11,8,-0.3466991979941918,-0.6324555320336759
11,2,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.09954751131221719,3,0.09098655936179066,5,11,2,0.6067235964898374,0.31622776601683794
11,2,Jennifer Grey,Derek Hough,Entertainer,50.0,0.1085972850678733,1,0.09098663124530809,3,11,1,1.2423387928125245,0.9486832980505138
11,2,Rick Fox,Cheryl Burke,Athlete,41.0,0.09502262443438914,5,0.0909865249956226,6,11,6,0.2889159983284943,-0.0
11,2,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.09502262443438914,6,0.09098806946945885,2,11,5,0.2889159983284943,1.2649110640673518
11,2,Margaret Cho,Louis van Amstel,Entertainer,41.0,0.08144796380090498,9,0.0909076397729176,10,11,10,-0.6645067961555349,-1.2649110640673518
11,2,Michael Bolton,Chelsie Hightower,Musician,57.0,0.05429864253393665,11,0.09022336891611248,11,11,11,-2.5713523851235944,-1.5811388300841895
11,2,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.09502262443438914,7,0.09098661335990708,4,11,4,0.2889159983284943,0.6324555320336759
11,2,The Situation,Karina Smirnoff,Entertainer,28.0,0.08144796380090498,10,0.09097748963777529,9,11,9,-0.6645067961555349,-0.9486832980505138
11,2,Audrina Patridge,Tony Dovolani,Entertainer,25.0,0.10407239819004525,2,0.0909851634446362,7,11,7,0.9245311946511814,-0.31622776601683794
11,2,Bristol Palin,Mark Ballas,Entertainer,19.0,0.09954751131221719,4,0.09099081562013096,1,11,3,0.6067235964898374,1.5811388300841895
11,3,Florence Henderson,Corky Ballas,Entertainer,76.0,0.09049773755656108,7,0.1000438965424964,8,10,8,-0.8373248339703456,-0.8703882797784892
11,3,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.10407239819004525,5,0.10011576158338233,3,10,2,0.35885350027300494,0.8703882797784892
11,3,Jennifer Grey,Derek Hough,Entertainer,50.0,0.1085972850678733,2,0.10011558785887643,4,10,1,0.7575796116874547,0.5222329678670935
11,3,Rick Fox,Cheryl Burke,Athlete,41.0,0.1085972850678733,3,0.10011492366306429,6,10,6,0.7575796116874547,-0.17407765595569785
11,3,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.10407239819004525,6,0.10013393027293185,2,10,5,0.35885350027300494,1.2185435916898848
11,3,Margaret Cho,Louis van Amstel,Entertainer,41.0,0.08144796380090498,10,0.0990959597413691,10,10,10,-1.6347770567992452,-1.5666989036012806
11,3,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.1085972850678733,4,0.10011552644090735,5,10,4,0.7575796116874547,0.17407765595569785
11,3,The Situation,Karina Smirnoff,Entertainer,28.0,0.09049773755656108,8,0.0999976877507628,9,10,9,-0.8373248339703456,-1.2185435916898848
11,3,Audrina Patridge,Tony Dovolani,Entertainer,25.0,0.11764705882352941,1,0.10009614407135763,7,10,7,1.5550318345163543,-0.5222329678670935
11,3,Bristol Palin,Mark Ballas,Entertainer,19.0,0.08597285067873303,9,0.10017058207485187,1,10,3,-1.2360509453847954,1.5666989036012806
11,4,Florence Henderson,Corky Ballas,Entertainer,76.0,0.09776536312849161,6,0.11043835316812813,8,9,8,-0.5730786882693251,-1.161895003862225
11,4,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.11173184357541899,4,0.1112917238989438,4,9,2,0.026654822710201136,0.3872983346207417
11,4,Jennifer Grey,Derek Hough,Entertainer,50.0,0.1564245810055866,1,0.11129179930628927,3,9,1,1.9458020578446853,0.7745966692414834
11,4,Rick Fox,Cheryl Burke,Athlete,41.0,0.10893854748603352,5,0.11128406745052437,6,9,6,-0.09329187948570399,-0.3872983346207417
11,4,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.09497206703910614,7,0.1115082935986545,2,9,5,-0.6930253904652302,1.161895003862225
11,4,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.1340782122905028,2,0.11129141260612835,5,9,4,0.9862284402774433,-0.0
11,4,The Situation,Karina Smirnoff,Entertainer,28.0,0.0782122905027933,9,0.10988473143138142,9,9,9,-1.4127056036406613,-1.5491933384829668
11,4,Audrina Patridge,Tony Dovolani,Entertainer,25.0,0.12849162011173185,3,0.11106029399521701,7,9,7,0.746335035885633,-0.7745966692414834
11,4,Bristol Palin,Mark Ballas,Entertainer,19.0,0.0893854748603352,8,0.11194932454473318,1,9,3,-0.9329187948570404,1.5491933384829668
11,5,Florence Henderson,Corky Ballas,Entertainer,76.0,0.11538461538461539,6,0.1159705984564823,8,8,8,-0.6416889479197474,-1.5275252316519468
11,5,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.10989010989010989,7,0.12530489858023922,3,8,2,-1.0083683467310323,0.6546536707079772
11,5,Jennifer Grey,Derek Hough,Entertainer,50.0,0.13736263736263737,2,0.12530478975644713,4,8,1,0.8250286473253908,0.2182178902359924
11,5,Rick Fox,Cheryl Burke,Athlete,41.0,0.13186813186813187,3,0.12522154778325056,6,8,6,0.4583492485141058,-0.6546536707079772
11,5,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.13186813186813187,4,0.12766268007764384,2,8,5,0.4583492485141058,1.091089451179962
11,5,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.14835164835164835,1,0.1253011391535925,5,8,4,1.5583874449479589,-0.2182178902359924
11,5,Audrina Patridge,Tony Dovolani,Entertainer,25.0,0.12637362637362637,5,0.12278023025234566,7,8,7,0.09166984970282079,-1.091089451179962
11,5,Bristol Palin,Mark Ballas,Entertainer,19.0,0.0989010989010989,8,0.13245411593999878,1,8,3,-1.7417271443536015,1.5275252316519468
11,6,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.14492754323323798,4,0.14311943357923612,3,7,2,0.10925365751826911,0.5
11,6,Jennifer Grey,Derek Hough,Entertainer,50.0,0.14009709211577046,5,0.14311935900234293,4,7,1,-0.14564605083760693,-0.0
11,6,Rick Fox,Cheryl Burke,Athlete,41.0,0.1449280263266591,3,0.14229665408467682,6,7,6,0.10927915003835875,-1.0
11,6,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.10628006954612891,7,0.16625965025292905,1,7,5,-1.9301479494894496,1.5
11,6,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.17391314849856981,1,0.1430841054652167,5,7,4,1.6388048627740601,-0.5
11,6,Audrina Patridge,Tony Dovolani,Entertainer,25.0,0.1545889285615942,2,0.11795079023746373,7,7,7,0.6190785667501137,-1.5
11,6,Bristol Palin,Mark Ballas,Entertainer,19.0,0.13526519171803963,6,0.14417000737813473,2,7,3,-0.4006222367537475,1.0
11,7,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.1606714628297362,5,0.1672508885303414,3,6,2,-0.8533201859828604,0.29277002188455997
11,7,Jennifer Grey,Derek Hough,Entertainer,50.0,0.1750599520383693,1,0.16725062988167036,4,6,1,1.194648260376007,-0.29277002188455997
11,7,Rick Fox,Cheryl Burke,Athlete,41.0,0.16546762589928057,4,0.15992318837694197,6,6,6,-0.17066403719657128,-1.4638501094227998
11,7,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.16786570743405277,3,0.16912108833326867,2,6,5,0.17066403719657525,0.8783100656536799
11,7,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.1750599520383693,2,0.16693868936174694,5,6,4,1.194648260376007,-0.8783100656536799
11,7,Bristol Palin,Mark Ballas,Entertainer,19.0,0.15587529976019185,6,0.1695155155160307,1,6,3,-1.5359763347691495,1.4638501094227998
11,8,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.21132075471698114,3,0.202060336403433,2,5,2,0.6642111641550709,0.7071067811865475
11,8,Jennifer Grey,Derek Hough,Entertainer,50.0,0.21509433962264152,1,0.20206010889682055,3,5,1,0.8856148855400945,-0.0
11,8,Kurt Warner,Anna Trebunskaya,Athlete,39.0,0.1811320754716981,4,0.19378438667898976,5,5,5,-1.1070186069251198,-1.414213562373095
11,8,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.21509433962264152,2,0.19960531872852963,4,5,4,0.8856148855400945,-0.7071067811865475
11,8,Bristol Palin,Mark Ballas,Entertainer,19.0,0.17735849056603772,5,0.2024898492922271,1,5,3,-1.3284223283101433,1.414213562373095
11,9,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.2543859649122807,2,0.25402620323257835,3,4,2,0.3922322702763694,-0.4472135954999579
11,9,Jennifer Grey,Derek Hough,Entertainer,50.0,0.2631578947368421,1,0.2540271219300184,2,4,1,1.1766968108291032,0.4472135954999579
11,9,Brandy,Maksim Chmerkoskiy,Musician,31.0,0.25,3,0.23720140709414023,4,4,4,0.0,-1.3416407864998738
11,9,Bristol Palin,Mark Ballas,Entertainer,19.0,0.2324561403508772,4,0.25474526774326306,1,4,3,-1.5689290811054726,1.3416407864998738
11,10,Kyle Massey,Lacey Schwimmer,Entertainer,19.0,0.3293164561842318,2,0.33327238733633796,3,3,2,-0.1868057207679621,-1.224744871391589
11,10,Jennifer Grey,Derek Hough,Entertainer,50.0,0.36144665408832316,1,0.33327457754758305,2,3,1,1.307415923335233,-0.0
11,10,Bristol Palin,Mark Ballas,Entertainer,19.0,0.3092368897274452,3,0.333453035116079,1,3,3,-1.120610202567263,1.224744871391589
12,1,Ralph Macchio,Karina Smirnoff,Entertainer,49.0,0.11594202898550725,1,0.09091556066409678,2,11,4,1.5982006391623258,1.2649110640673518
12,1,Chelsea Kane,Mark Ballas,Entertainer,22.0,0.10144927536231885,3,0.09091555913341001,5,11,3,0.6729265849104533,0.31622776601683794
12,1,Kirstie Alley,Maksim Chmerkoskiy,Entertainer,60.0,0.1111111111111111,2,0.0909155602034483,3,11,2,1.2897759544117011,0.9486832980505138
12,1,Hines Ward,Kym Johnson,Athlete,35.0,0.10144927536231885,4,0.09091555893299151,6,11,1,0.6729265849104533,-0.0
12,1,Sugar Ray Leonard,Anna Trebunskaya,Athlete,54.0,0.0821256038647343,9,0.0909112044673425,9,11,9,-0.5607721540920441,-0.9486832980505138
12,1,Chris Jericho,Cheryl Burke,Athlete,40.0,0.09178743961352658,5,0.09091554373809727,7,11,7,0.05607721540920459,-0.31622776601683794
12,1,Petra Nemcova,Dmitry Chaplin,Model,31.0,0.08695652173913043,7,0.09091546040105057,8,11,8,-0.2523474693414202,-0.6324555320336759
12,1,Mike Catherwood,Lacey Schwimmer,Media/Politics,32.0,0.06280193236714976,11,0.09085192843870517,11,11,11,-1.7944708930945414,-1.5811388300841895
12,1,Romeo,Chelsie Hightower,Musician,21.0,0.09178743961352658,6,0.09091555946531489,4,11,5,0.05607721540920459,0.6324555320336759
12,1,Wendy Williams,Tony Dovolani,Entertainer,46.0,0.06763285024154589,10,0.09090897004280858,10,11,10,-1.4860462083439177,-1.2649110640673518
12,1,Kendra Wilkinson,Louis van Amstel,Entertainer,25.0,0.08695652173913043,8,0.09091909451273454,1,11,6,-0.2523474693414202,1.5811388300841895
12,2,Ralph Macchio,Karina Smirnoff,Entertainer,49.0,0.09722222222222222,4,0.09098674064084512,2,11,4,0.5718696387472675,1.2649110640673518
12,2,Chelsea Kane,Mark Ballas,Entertainer,22.0,0.08333333333333333,7,0.09098673602291431,5,11,3,-0.6862435664967217,0.31622776601683794
12,2,Kirstie Alley,Maksim Chmerkoskiy,Entertainer,60.0,0.09259259259259259,5,0.09098673657709619,3,11,2,0.152498570332604,0.9486832980505138
12,2,Hines Ward,Kym Johnson,Athlete,35.0,0.10648148148148148,1,0.09098673651474178,4,11,1,1.4106117755765932,0.6324555320336759
12,2,Sugar Ray Leonard,Anna Trebunskaya,Athlete,54.0,0.0787037037037037,9,0.09093447175511385,9,11,9,-1.105614634911384,-0.9486832980505138
12,2,Chris Jericho,Cheryl Burke,Athlete,40.0,0.10648148148148148,2,0.09098655198286063,7,11,7,1.4106117755765932,-0.31622776601683794
12,2,Petra Nemcova,Dmitry Chaplin,Model,31.0,0.08333333333333333,8,0.09098552837371453,8,11,8,-0.6862435664967217,-0.6324555320336759
12,2,Mike Catherwood,Lacey Schwimmer,Media/Politics,32.0,0.0787037037037037,10,0.0902229625379742,11,11,11,-1.105614634911384,-1.5811388300841895
12,2,Romeo,Chelsie Hightower,Musician,21.0,0.10648148148148148,3,0.09098672204185397,6,11,5,1.4106117755765932,-0.0
12,2,Wendy Williams,Tony Dovolani,Entertainer,46.0,0.0787037037037037,11,0.09090766969864375,10,11,10,-1.105614634911384,-1.2649110640673518
12,2,Kendra Wilkinson,Louis van Amstel,Entertainer,25.0,0.08796296296296297,6,0.09102914385424171,1,11,6,-0.2668724980820582,1.5811388300841895
12,3,Ralph Macchio,Karina Smirnoff,Entertainer,49.0,0.09813084112149532,5,0.1001167169657829,2,10,4,-0.1447149210584839,1.2185435916898848
12,3,Chelsea Kane,Mark Ballas,Entertainer,22.0,0.10747663551401869,3,0.1001166516550993,5,10,3,0.5788596842339377,0.17407765595569785
12,3,Kirstie Alley,Maksim Chmerkoskiy,Entertainer,60.0,0.09813084112149532,6,0.1001166549352127,3,10,2,-0.1447149210584839,0.8703882797784892
12,3,Hines Ward,Kym Johnson,Athlete,35.0,0.11682242990654206,1,0.10011665342737883,4,10,1,1.3024342895263594,0.5222329678670935
12,3,Sugar Ray Leonard,Anna Trebunskaya,Athlete,54.0,0.09345794392523364,8,0.09944189693458685,9,10,9,-0.5065022237046948,-1.2185435916898848
12,3,Chris Jericho,Cheryl Burke,Athlete,40.0,0.09813084112149532,7,0.10011426969344957,7,10,7,-0.1447149210584839,-0.5222329678670935
